gene_id	go_terms
LYRU2_2A018162	GO:0031267;GO:0034499;GO:0042470;GO:0043547
LYRU2_2A004993	GO:0000479;GO:0003924;GO:0005525;GO:0005730;GO:0030688;GO:0034511
LYRU2_2A006382	GO:0003941;GO:0005509;GO:0005524;GO:0005737;GO:0006563;GO:0016594;GO:0018114;GO:0030165;GO:0030170;GO:0030378;GO:0032496;GO:0042803;GO:0042866;GO:0043025;GO:0070179
LYRU2_2A033106	GO:0005737
LYRU2_2A022587	GO:0000785;GO:0001227;GO:0008630;GO:0030178;GO:0042826;GO:0043517;GO:1990837
LYRU2_2A014223	
LYRU2_2A008277	GO:0048144;GO:0090560
LYRU2_2A016872	GO:0008201;GO:0022038;GO:0031012;GO:0035374;GO:0038023;GO:0048681
LYRU2_2A025701	GO:0003684;GO:0005662;GO:0006268;GO:0006284;GO:0006289;GO:0006298;GO:0007004;GO:0016605;GO:0034502;GO:0046872;GO:0051321;GO:0090734;GO:0098505
LYRU2_2A033928	
LYRU2_2A016081	GO:0005615;GO:0010951;GO:0016525;GO:0050769;GO:0060770
LYRU2_2A024487	GO:0002034;GO:0004867;GO:0005577;GO:0010757;GO:0010951;GO:0030199;GO:0032967;GO:0042803;GO:0045597;GO:0045944;GO:0046330;GO:0048514;GO:0048661;GO:0051496;GO:0051918;GO:0070374;GO:0071636
LYRU2_2A004139	GO:0005765;GO:0005829;GO:0006511;GO:0007005;GO:0031313;GO:0031901;GO:0031902;GO:0035014;GO:0035973;GO:0043551;GO:0045022;GO:0050821;GO:0070530
LYRU2_2A012914	
LYRU2_2A011796	GO:0007009;GO:0055091;GO:0071709;GO:0097035
LYRU2_2A020275	GO:0005682;GO:0008237;GO:0016020;GO:0017070;GO:0030619;GO:0030620;GO:0030623;GO:0046540;GO:0070530;GO:0071005;GO:0071006;GO:0071007;GO:0071222;GO:0071356;GO:0097157
LYRU2_2A035984	
LYRU2_2A012419	GO:0006898;GO:0016020;GO:0016322;GO:0016358;GO:0030169;GO:0048680
LYRU2_2A009753	GO:0015175;GO:0015179;GO:0060358
LYRU2_2A001288	GO:0005515;GO:0005829;GO:0006629;GO:0007601;GO:0008526;GO:0015914;GO:0031210;GO:0035091;GO:0070540;GO:0120009;GO:0120019;GO:1901611
LYRU2_2A030684	GO:0004439;GO:0004445;GO:0005886;GO:0016312;GO:0033137;GO:0034485;GO:0045719;GO:0046627;GO:0046856;GO:0051898;GO:0052658;GO:0052659
LYRU2_2A027275	GO:0005102;GO:0005524;GO:0005902;GO:0005903;GO:0007015;GO:0009925;GO:0016328;GO:0016459;GO:0016604;GO:0030050;GO:0030659;GO:0031267;GO:0031941;GO:0032420;GO:0038089;GO:0045121;GO:0045335;GO:0051015;GO:0071346;GO:0090314;GO:1900078;GO:1900748;GO:2000810
LYRU2_2A007624	GO:0001784;GO:0001878;GO:0005159;GO:0005829;GO:0005886;GO:0006629;GO:0008092;GO:0008283;GO:0008360;GO:0014911;GO:0015629;GO:0017124;GO:0021766;GO:0021987;GO:0030010;GO:0030159;GO:0030307;GO:0030971;GO:0031625;GO:0032956;GO:0032991;GO:0033628;GO:0035020;GO:0035685;GO:0035728;GO:0038026;GO:0042169;GO:0042542;GO:0043393;GO:0043621;GO:0045121;GO:0045953;GO:0046330;GO:0046875;GO:0048013;GO:0050773;GO:0060326;GO:0061045;GO:0061847;GO:0071560;GO:0071732;GO:0072657;GO:0090630;GO:0097110;GO:0098749;GO:1900026;GO:1990090;GO:1990314;GO:1990859;GO:2000146;GO:2000404
LYRU2_2A037442	GO:0005246;GO:0005829;GO:0005886;GO:0007346;GO:0015459;GO:0031625;GO:0034504;GO:0034605;GO:0042802;GO:0042826;GO:0044325;GO:0046827;GO:0046982;GO:0050815;GO:0051480;GO:0060306;GO:0097110;GO:1901016;GO:1901020;GO:1902309;GO:1905913
LYRU2_2A024143	GO:0005544;GO:0005737;GO:0005886;GO:0017158;GO:0019905;GO:0032024;GO:0048791;GO:0061669;GO:0098793
LYRU2_2A015673	GO:0017158;GO:0031267;GO:0032024;GO:0042593;GO:0045744;GO:0046872
LYRU2_2A003216	
LYRU2_2A020291	
LYRU2_2A029227	GO:0005856;GO:0031005;GO:0061181;GO:0061572
LYRU2_2A003089	GO:0005802;GO:0005829;GO:0007041;GO:0010008;GO:0032456;GO:0042147;GO:0048471;GO:1990745
LYRU2_2A016008	GO:0055088
LYRU2_2A024424	GO:0005730;GO:0005829;GO:0006364;GO:0015030;GO:0032797;GO:0043021
LYRU2_2A037310	GO:0005737;GO:0006631
LYRU2_2A008271	
LYRU2_2A027026	GO:0003723;GO:0005737;GO:0006396;GO:0008173
LYRU2_2A030712	GO:0030178;GO:0031397;GO:0072359;GO:0098869
LYRU2_2A001381	GO:0030943;GO:0042721;GO:0045039;GO:0071806
LYRU2_2A007864	GO:0005085;GO:0005096;GO:0006468;GO:0030424;GO:0035556;GO:0043197;GO:0043547;GO:0070161
LYRU2_2A018458	GO:0000981;GO:0005737;GO:0006357;GO:0032502;GO:0046982
LYRU2_2A007452	GO:0030659;GO:0044381;GO:0048471;GO:0099500;GO:0099638
LYRU2_2A034572	GO:0005801;GO:0006888;GO:0015031
LYRU2_2A013274	GO:0006508;GO:0006518;GO:0008270;GO:0016020
LYRU2_2A003498	GO:0016787
LYRU2_2A031321	GO:0004197;GO:0005737;GO:0006508;GO:0009410;GO:0009636;GO:0042802;GO:0043418
LYRU2_2A020872	GO:0005886;GO:0005925;GO:0010008;GO:0046872;GO:0051610;GO:0055085;GO:0098793
LYRU2_2A018699	GO:0003729;GO:0016607;GO:1990904
LYRU2_2A013242	
LYRU2_2A025755	GO:0006470;GO:0008138;GO:0017018;GO:0030837
LYRU2_2A033860	GO:0016477;GO:0051015
LYRU2_2A002993	GO:0005769;GO:0005770;GO:0005886;GO:0048471;GO:0140036
LYRU2_2A025330	GO:0005096;GO:0005813;GO:0005829;GO:0005925;GO:0007420;GO:0007626;GO:0008277;GO:0014069;GO:0016301;GO:0016310;GO:0032012;GO:0032465;GO:0032691;GO:0043015;GO:0044305;GO:0044877;GO:0045454;GO:0045820;GO:0046872;GO:0048013;GO:0048666;GO:0050790;GO:0061743;GO:0071222;GO:0090063;GO:0097431;GO:0099171;GO:0106015;GO:2000300
LYRU2_2A014675	GO:0009410;GO:0009411;GO:0014070;GO:0016020;GO:0045786
LYRU2_2A005650	
LYRU2_2A023436	GO:0005524;GO:0006468;GO:0007026;GO:0007095;GO:0015630;GO:0021954;GO:0043014;GO:0046330;GO:0048471;GO:0048487;GO:0048812;GO:0070050;GO:0097194;GO:1901985
LYRU2_2A011536	GO:0019752
LYRU2_2A000323	
LYRU2_2A037550	GO:0005829;GO:0010494;GO:0016604;GO:0042788
LYRU2_2A018447	GO:0005212;GO:0007601
LYRU2_2A020247	GO:0003774;GO:0005524;GO:0006259;GO:0008094;GO:0016459;GO:0051015
LYRU2_2A029972	GO:0008115;GO:0033514;GO:0050031;GO:0050660
LYRU2_2A002893	GO:0016020;GO:0021680;GO:0043025;GO:0043197;GO:0043198;GO:0048471;GO:0050773;GO:0060074;GO:0060079;GO:0090036;GO:0097440
LYRU2_2A014003	
LYRU2_2A010475	GO:0001222;GO:0003714;GO:0016580;GO:0017053;GO:0035091;GO:0046872
LYRU2_2A021471	GO:0042572;GO:0042574;GO:0052650
LYRU2_2A030511	GO:0002080;GO:0005912;GO:0010629;GO:0016323;GO:0016600;GO:0030027;GO:0030139;GO:0030864;GO:0032839;GO:0044291;GO:0044860;GO:0045661;GO:0048471;GO:0050821;GO:0051092;GO:0072659;GO:0098937;GO:0098978;GO:0099072;GO:1902992;GO:1903905
LYRU2_2A004124	GO:0005525;GO:0005743;GO:0005759;GO:0005829;GO:0019843;GO:0043024
LYRU2_2A000435	
LYRU2_2A013427	
LYRU2_2A011772	GO:0005164;GO:0005654;GO:0005829;GO:0007250;GO:0007585;GO:0008270;GO:0019901;GO:0030323;GO:0031625;GO:0031996;GO:0042802;GO:0042981;GO:0043122;GO:0046330;GO:0050699
LYRU2_2A022395	GO:0005524;GO:0006468
LYRU2_2A032246	GO:0007009;GO:0055091;GO:0071709;GO:0097035
LYRU2_2A004681	GO:0003735;GO:0005515;GO:0006412;GO:0019843;GO:1904841
LYRU2_2A016019	GO:0005525
LYRU2_2A026609	GO:0006644;GO:0050482
LYRU2_2A026353	GO:0003677;GO:0003746;GO:0006414;GO:0010793;GO:0031090;GO:0032968;GO:0042393;GO:0045191;GO:0050684;GO:0051147;GO:0140673
LYRU2_2A016075	GO:0051787;GO:0101031
LYRU2_2A004452	
LYRU2_2A003937	GO:0005524;GO:0006468
LYRU2_2A028851	GO:0008270;GO:0019068
LYRU2_2A001419	GO:0000776;GO:0005829;GO:0008017;GO:0016604;GO:0032388;GO:0034451;GO:0035253;GO:0035371;GO:0036064;GO:0051294;GO:0051301;GO:0051988;GO:0071539;GO:0090235;GO:0097431;GO:1905832
LYRU2_2A012336	GO:0005829;GO:0006094;GO:0006096;GO:0008092;GO:0030388;GO:0030855
LYRU2_2A022228	GO:0042765
LYRU2_2A028425	GO:0000922;GO:0005813;GO:0007399;GO:0008289;GO:0042953;GO:0045171;GO:0051233;GO:0061098
LYRU2_2A034534	GO:0006355;GO:0043565
LYRU2_2A002221	GO:0015138;GO:0015139;GO:0015141;GO:0015741;GO:0015742;GO:0016324;GO:0017153;GO:0071285;GO:0071422;GO:0098656
LYRU2_2A016916	GO:0015350;GO:0015886;GO:0016323;GO:0016324;GO:0051958;GO:0140211;GO:1902600;GO:1904447
LYRU2_2A003625	GO:0009749;GO:0019677;GO:0030424;GO:0030425;GO:0031315;GO:0034128;GO:0035591;GO:0043523;GO:0048678;GO:0048814;GO:0050135;GO:0061809;GO:1901216
LYRU2_2A037951	GO:0005178;GO:0005615;GO:0006955;GO:0010811;GO:0010951;GO:0014911;GO:0030198;GO:0030247;GO:0032092;GO:0033627;GO:0035987;GO:0048260;GO:0048709;GO:0050731;GO:0050840;GO:0061302;GO:0062023;GO:0098637;GO:1904090
LYRU2_2A001140	
LYRU2_2A017326	GO:0070072
LYRU2_2A003726	GO:0016242;GO:0042645;GO:0045931;GO:0070584;GO:0070987
LYRU2_2A010704	GO:0005886;GO:0006955;GO:0016477;GO:0016567;GO:0031267;GO:0031463;GO:0035024;GO:0042802;GO:0043149;GO:0043161;GO:0051260
LYRU2_2A016282	GO:0001669;GO:0001736;GO:0001750;GO:0001822;GO:0002046;GO:0002177;GO:0005801;GO:0005813;GO:0005814;GO:0005902;GO:0007224;GO:0007283;GO:0008542;GO:0030992;GO:0031267;GO:0031514;GO:0032391;GO:0032420;GO:0034067;GO:0035720;GO:0035845;GO:0036372;GO:0044292;GO:0045198;GO:0045724;GO:0051642;GO:0055007;GO:0060122;GO:0060828;GO:0061351;GO:0061512;GO:0072089;GO:0072659;GO:0090102;GO:0097542;GO:0097546;GO:1902636;GO:2000583;GO:2000785
LYRU2_2A031920	GO:0005886;GO:0030867;GO:0031965;GO:0042632
LYRU2_2A033793	GO:0004707;GO:0005524;GO:0005654;GO:0005829;GO:0006355;GO:0007179;GO:0007223;GO:0018107;GO:0030178;GO:0031625;GO:0042169;GO:0042501;GO:0046777;GO:0050821;GO:0106310;GO:0140297
LYRU2_2A006395	
LYRU2_2A017316	
LYRU2_2A020724	
LYRU2_2A007291	GO:0005516;GO:0006809;GO:0010181;GO:0020037;GO:0046872;GO:0050660;GO:0050661
LYRU2_2A033855	
LYRU2_2A025754	GO:0005524;GO:0006468
LYRU2_2A012663	GO:0035556;GO:0044314;GO:0061630;GO:0140454
LYRU2_2A004292	GO:0007165;GO:0043087
LYRU2_2A014252	GO:0030139;GO:0030496;GO:0032154;GO:0032456;GO:0032465;GO:0055038
LYRU2_2A003697	
LYRU2_2A029193	
LYRU2_2A020663	GO:0005829;GO:0005886;GO:0042393;GO:0043985
LYRU2_2A030060	GO:0005694;GO:0005730;GO:0030515
LYRU2_2A019651	
LYRU2_2A013276	
LYRU2_2A002472	GO:0016887
LYRU2_2A018656	GO:0006119;GO:0006392;GO:0006414;GO:0030337;GO:0042645;GO:0050790;GO:1990904
LYRU2_2A008212	GO:0005547;GO:0005737;GO:0005886;GO:0007507;GO:0043533;GO:0043547;GO:0048017;GO:1902936
LYRU2_2A020846	
LYRU2_2A010181	GO:0005509;GO:0005525;GO:0005741;GO:0007005;GO:0007264;GO:0047497
LYRU2_2A000229	GO:0005509;GO:0006508;GO:0016020
LYRU2_2A032632	GO:0006886;GO:0031410;GO:0099041
LYRU2_2A035667	GO:0001578;GO:0003677;GO:0005654;GO:0005730;GO:0005737;GO:0005819;GO:0005874;GO:0007094;GO:0008017;GO:0008201;GO:0008608;GO:0046785;GO:0046872;GO:0050821;GO:0051301;GO:0090307;GO:1990047
LYRU2_2A013513	GO:0005840;GO:0006412;GO:1990904
LYRU2_2A013300	GO:0005515;GO:0005576;GO:0005654;GO:0005829;GO:0008541;GO:0034774;GO:0043161;GO:0043248;GO:0048863;GO:1904813
LYRU2_2A019240	GO:0001764;GO:0002020;GO:0005654;GO:0007158;GO:0007411;GO:0007413;GO:0016301;GO:0016533;GO:0018107;GO:0019901;GO:0021549;GO:0021722;GO:0021766;GO:0021819;GO:0032956;GO:0035255;GO:0042501;GO:0045737;GO:0045892;GO:0048013;GO:0048471;GO:0051015;GO:0061001;GO:0061575;GO:0070315;GO:0070507;GO:0090314
LYRU2_2A030806	GO:0003779;GO:0005524;GO:0005903;GO:0016459;GO:0019904;GO:0030424;GO:0043025;GO:0043209;GO:0051641
LYRU2_2A007521	GO:0006006;GO:0006096;GO:0050661;GO:0051287
LYRU2_2A008215	GO:0005789;GO:0005886;GO:0010955;GO:0031642;GO:0045063;GO:0048715;GO:0070062;GO:1900181
LYRU2_2A018617	GO:0003796;GO:0005576;GO:0007342;GO:0035036;GO:0036126;GO:0043159
LYRU2_2A025322	GO:0005248;GO:0005515;GO:0005886;GO:0007602;GO:0007605;GO:0015280;GO:0019229;GO:0035418;GO:0035725;GO:0042391;GO:0043025;GO:0043066;GO:0043197;GO:0050915;GO:0050974;GO:0051649;GO:0051965;GO:0071466;GO:0071468;GO:2001259
LYRU2_2A035636	
LYRU2_2A027175	
LYRU2_2A011621	GO:0005615;GO:0006954;GO:0007010;GO:0007186;GO:0008009;GO:0008360;GO:0030593;GO:0031663;GO:0034351;GO:0043491;GO:0043524;GO:0043547;GO:0043615;GO:0044344;GO:0048020;GO:0048245;GO:0048246;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356;GO:0071407;GO:0090280;GO:1905563;GO:2000134;GO:2000353;GO:2000502
LYRU2_2A001418	GO:0005615;GO:0006954;GO:0007010;GO:0007186;GO:0008009;GO:0008360;GO:0030593;GO:0031726;GO:0043547;GO:0048245;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356;GO:2000503
LYRU2_2A032825	GO:0004672;GO:0005615;GO:0006816;GO:0006874;GO:0006887;GO:0006954;GO:0007186;GO:0007267;GO:0008009;GO:0016004;GO:0030593;GO:0043547;GO:0044828;GO:0048020;GO:0048245;GO:0048247;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356
LYRU2_2A032620	GO:0005615;GO:0006954;GO:0007010;GO:0007186;GO:0008009;GO:0008360;GO:0030593;GO:0031640;GO:0043547;GO:0048020;GO:0048245;GO:0048247;GO:0061844;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356
LYRU2_2A016394	GO:0035677;GO:0044297
LYRU2_2A005556	GO:0005840;GO:0006412;GO:1990904
LYRU2_2A038094	GO:0005832;GO:0006457;GO:0016887;GO:0051082;GO:0140662
LYRU2_2A038056	GO:0001832;GO:0003676;GO:0005681;GO:0005694;GO:0008270;GO:0016607;GO:0033260;GO:0033314;GO:0043066;GO:0044773;GO:0051276;GO:0051301;GO:0060729
LYRU2_2A027555	GO:0003910;GO:0005524;GO:0006260;GO:0006281;GO:0006310;GO:0008270;GO:0051052;GO:0071897
LYRU2_2A002217	
LYRU2_2A010641	GO:0005524;GO:0005886;GO:0006281;GO:0006915;GO:0046872;GO:0140664
LYRU2_2A010531	
LYRU2_2A036025	GO:0007219
LYRU2_2A005915	GO:0007517;GO:0030018;GO:0030154;GO:0031672;GO:0048471;GO:0051879;GO:0061077
LYRU2_2A014931	
LYRU2_2A003037	
LYRU2_2A014156	
LYRU2_2A020274	
LYRU2_2A028920	GO:0005778;GO:0006513;GO:0008270;GO:0016558;GO:1990429
LYRU2_2A005469	GO:0003281;GO:0005048;GO:0006886;GO:0009898;GO:0030122;GO:0030276;GO:0035904;GO:0036020;GO:0044877;GO:0045807;GO:0048268;GO:0048488;GO:0060976;GO:0072583;GO:0098793;GO:0098794;GO:0098884;GO:0098978;GO:1901215;GO:1905477
LYRU2_2A016304	GO:0003925;GO:0005515;GO:0005525;GO:0005886;GO:0090277
LYRU2_2A032740	GO:0001725;GO:0005737;GO:0005884;GO:0008017;GO:0008093;GO:0031110;GO:0035371;GO:0051015;GO:0051764;GO:1904825
LYRU2_2A000237	
LYRU2_2A000171	GO:0005737;GO:0006508;GO:0008270;GO:0010760;GO:0031012
LYRU2_2A010929	GO:0005654;GO:0005737;GO:0006355;GO:0008380;GO:0046872;GO:0048255
LYRU2_2A027491	
LYRU2_2A038069	GO:0005737;GO:0006954;GO:0007186;GO:0008009;GO:0010820;GO:0030593;GO:0031726;GO:0043547;GO:0050679;GO:0050796;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356;GO:0090026;GO:1901214;GO:2000110
LYRU2_2A037958	GO:0005615;GO:0006954;GO:0007186;GO:0008009;GO:0030593;GO:0042056;GO:0043547;GO:0048020;GO:0048247;GO:0050918;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356
LYRU2_2A005416	GO:0006955;GO:0007165;GO:0008009;GO:0016020;GO:0060326
LYRU2_2A002968	GO:0006955;GO:0007165;GO:0008009;GO:0060326
LYRU2_2A035230	GO:0002548;GO:0003735;GO:0004698;GO:0005615;GO:0005829;GO:0006412;GO:0006468;GO:0007010;GO:0007186;GO:0007267;GO:0008009;GO:0008360;GO:0009636;GO:0010629;GO:0010818;GO:0014808;GO:0015934;GO:0016004;GO:0030593;GO:0031090;GO:0031663;GO:0032731;GO:0032760;GO:0042056;GO:0043308;GO:0043491;GO:0043525;GO:0043547;GO:0043615;GO:0043922;GO:0045671;GO:0045944;GO:0048020;GO:0048245;GO:0048246;GO:0050729;GO:0050795;GO:0050850;GO:0050918;GO:0051928;GO:0051930;GO:0070098;GO:0070374;GO:0070723;GO:0071346;GO:0071347;GO:0071356;GO:0071407;GO:2000503
LYRU2_2A024328	GO:0030414;GO:0043086;GO:0052547
LYRU2_2A018289	
LYRU2_2A007263	GO:0003677;GO:0003700;GO:0006357;GO:0030073;GO:0031016;GO:0045893
LYRU2_2A022694	
LYRU2_2A011809	GO:0003724;GO:0005524;GO:0016787;GO:0030490
LYRU2_2A014765	
LYRU2_2A033055	GO:0005515;GO:0006470;GO:0017017;GO:0017018
LYRU2_2A026437	GO:0000278;GO:0001932;GO:0003677;GO:0003682;GO:0003713;GO:0004402;GO:0005515;GO:0006338;GO:0006357;GO:0008270;GO:0031063;GO:0031647;GO:0035066;GO:0044154;GO:0045893;GO:0045995;GO:0051302;GO:0051726;GO:0072686;GO:0090043;GO:0140672
LYRU2_2A023198	
LYRU2_2A016293	GO:0005524;GO:0006633;GO:0046872;GO:2001295
LYRU2_2A005432	GO:0005667;GO:0005730;GO:0005737;GO:0006974;GO:0007155;GO:0007346;GO:0032929;GO:0040016;GO:0042254;GO:0042985;GO:0043522;GO:0045944;GO:2001234
LYRU2_2A029789	GO:0000977;GO:0000981;GO:0000987;GO:0001655;GO:0001705;GO:0001706;GO:0005515;GO:0005667;GO:0006357;GO:0008045;GO:0009791;GO:0009953;GO:0010842;GO:0021517;GO:0021527;GO:0021537;GO:0021702;GO:0021871;GO:0021937;GO:0032525;GO:0035502;GO:0035847;GO:0035849;GO:0044344;GO:0045892;GO:0045893;GO:0046872;GO:0048382;GO:0048703;GO:0048793;GO:0060059;GO:0060067;GO:0060068;GO:0061205;GO:0072177;GO:0072197;GO:0072224;GO:0072278;GO:0072283;GO:0072284;GO:0090009;GO:0090190;GO:0097379;GO:0097477;GO:2000543;GO:2000744;GO:2000768
LYRU2_2A018626	
LYRU2_2A012076	GO:0008285;GO:0010629;GO:0030154;GO:0033140;GO:0042532;GO:0060716;GO:0061099
LYRU2_2A002028	GO:0006506;GO:0032216;GO:0072659
LYRU2_2A025742	GO:0003779;GO:0005524;GO:0016459
LYRU2_2A014600	GO:0000492;GO:0005737;GO:0046872;GO:0048254;GO:0070761
LYRU2_2A008000	GO:0005791;GO:0005793;GO:0005802;GO:0006730;GO:0008270;GO:0015701;GO:0016324;GO:0030658;GO:0030667;GO:0031526;GO:0048471;GO:0070062
LYRU2_2A008863	GO:0005509;GO:0006511;GO:0016579
LYRU2_2A017383	
LYRU2_2A021177	GO:0005515;GO:0005654;GO:0005874;GO:0005875;GO:0006886;GO:0016567;GO:0030659;GO:0031462;GO:0043161;GO:1990756
LYRU2_2A029732	GO:0046872
LYRU2_2A004690	
LYRU2_2A010967	
LYRU2_2A033657	GO:0000978;GO:0001227;GO:0003148;GO:0003272;GO:0005667;GO:0005737;GO:0006915;GO:0007219;GO:0007521;GO:0008543;GO:0022008;GO:0032526;GO:0035909;GO:0042733;GO:0042826;GO:0043474;GO:0045944;GO:0048596;GO:0051145;GO:0060021;GO:0060045;GO:0060379;GO:0060441;GO:0060465;GO:0060560;GO:0060596;GO:0060916;GO:0072105;GO:0090103;GO:0097325;GO:0140297;GO:1901208;GO:1901211;GO:1902808;GO:1905072;GO:1905222;GO:2000773
LYRU2_2A004035	GO:0002009;GO:0003677;GO:0003700;GO:0030324;GO:0035116;GO:0045893;GO:0048705;GO:1990401
LYRU2_2A017516	GO:0003678;GO:0003712;GO:0005524;GO:0006259;GO:0006357;GO:0016180;GO:0016592;GO:0016818;GO:0032039;GO:0032508
LYRU2_2A026024	GO:0005654;GO:0016592;GO:0042632;GO:0043433;GO:0046966;GO:0060261;GO:0070328
LYRU2_2A018523	GO:0043130;GO:0046872;GO:0051865;GO:0061630;GO:1904294
LYRU2_2A002717	GO:0001662;GO:0003009;GO:0004711;GO:0004712;GO:0005524;GO:0005654;GO:0005741;GO:0005829;GO:0007281;GO:0007568;GO:0007584;GO:0007616;GO:0009408;GO:0009410;GO:0009611;GO:0009612;GO:0009636;GO:0009749;GO:0014065;GO:0014732;GO:0014878;GO:0014911;GO:0018105;GO:0030165;GO:0031929;GO:0032496;GO:0033574;GO:0033762;GO:0034612;GO:0042277;GO:0042802;GO:0043005;GO:0043201;GO:0043491;GO:0044539;GO:0045471;GO:0045931;GO:0045948;GO:0046324;GO:0046627;GO:0048471;GO:0048633;GO:0048661;GO:0051721;GO:0071346;GO:0071363;GO:0071549;GO:0106310;GO:2001237
LYRU2_2A030231	GO:0000278;GO:0005200;GO:0005525;GO:0005654;GO:0005814;GO:0005829;GO:0005874;GO:0030030
LYRU2_2A024078	GO:0000407;GO:0005730;GO:0005789;GO:0007566;GO:0016240;GO:0017121;GO:0017128;GO:0034329;GO:0042953;GO:0098609;GO:1901896;GO:1990456
LYRU2_2A004634	GO:0005829;GO:0010629;GO:0016020;GO:2000210;GO:2000811
LYRU2_2A007977	GO:0005198;GO:0005764;GO:0005829;GO:0006886;GO:0030130;GO:0030132;GO:0031623;GO:0032051;GO:0033572;GO:0042147;GO:0045334;GO:0048268;GO:0050750;GO:0060236;GO:0071439;GO:0072583;GO:0097718;GO:0150093;GO:1900126;GO:1903077;GO:1990381;GO:1990498
LYRU2_2A035321	GO:0003724;GO:0005524;GO:0016787
LYRU2_2A011361	GO:0006006;GO:0006096;GO:0050661;GO:0051287
LYRU2_2A000331	GO:0046872
LYRU2_2A032565	GO:0008081;GO:0016020
LYRU2_2A013089	GO:0045859
LYRU2_2A001466	
LYRU2_2A006767	GO:0005737;GO:0005876;GO:0007059;GO:0008017;GO:0051301
LYRU2_2A034250	GO:0003682;GO:0003713;GO:0005164;GO:0005777;GO:0005829;GO:0008270;GO:0016235;GO:0031625;GO:0032088;GO:0035098;GO:0036353;GO:0042803;GO:0045893;GO:0046600;GO:0051092;GO:0051865;GO:0061630;GO:0070842
LYRU2_2A028701	GO:0006470;GO:0046872
LYRU2_2A017740	GO:0005654;GO:0005730;GO:0006469;GO:0032991;GO:0035970;GO:0046872;GO:0051496;GO:0071466
LYRU2_2A025907	GO:0000036;GO:0005747;GO:0006633
LYRU2_2A015314	GO:0006470;GO:0046872
LYRU2_2A008592	GO:0000707;GO:0000722;GO:0005524;GO:0005654;GO:0005657;GO:0005829;GO:0007066;GO:0007131;GO:0007141;GO:0007283;GO:0008821;GO:0010971;GO:0030054;GO:0033063;GO:0033065;GO:0048471;GO:0048476;GO:0140664
LYRU2_2A036980	GO:0005524;GO:0006468;GO:0007094;GO:0007140;GO:0008608;GO:0043063
LYRU2_2A036898	
LYRU2_2A009364	GO:0005737;GO:0005856
LYRU2_2A023067	GO:0004722;GO:0004725;GO:0005737;GO:0006470;GO:0007179;GO:0010506;GO:0016020;GO:0019903;GO:0046856;GO:0046872;GO:0052629
LYRU2_2A028933	GO:0003700;GO:0006357
LYRU2_2A006559	GO:0005109;GO:0005886;GO:0006511;GO:0016567;GO:0038018;GO:0046872;GO:0072089
LYRU2_2A012762	GO:0000993;GO:0003746;GO:0006325;GO:0006397;GO:0006414;GO:0008270;GO:0032044;GO:0032786;GO:0034244;GO:0045944;GO:0046982
LYRU2_2A028603	
LYRU2_2A034686	GO:0004601;GO:0006952;GO:0006979;GO:0020037;GO:0046872;GO:0098869
LYRU2_2A028904	GO:0005615;GO:0005737;GO:0006979;GO:0016323;GO:0018969;GO:0020037;GO:0036393;GO:0042742;GO:0098869;GO:0140825
LYRU2_2A001350	GO:0003271;GO:0005737;GO:0005813;GO:0005814;GO:0007368;GO:0010669;GO:0016020;GO:0036038;GO:0036064;GO:0042733;GO:0044458;GO:0048706;GO:0048754;GO:0060122;GO:0060322;GO:0060411;GO:0060828;GO:0061009;GO:1901620;GO:1905515;GO:1990403;GO:2000095
LYRU2_2A014805	GO:0004930;GO:0004984;GO:0006952;GO:0006979;GO:0007186;GO:0016020;GO:0020037;GO:0050911;GO:0071704;GO:0098869
LYRU2_2A008954	GO:0004984;GO:0005886;GO:0007186;GO:0050911
LYRU2_2A023069	GO:0005829;GO:0005868;GO:0005874;GO:0005886;GO:0007017;GO:0014069;GO:0031475;GO:0042802;GO:0044877;GO:0045505;GO:0097110;GO:0097542;GO:0097731;GO:0098978
LYRU2_2A012533	GO:0005874;GO:0007017;GO:0030286
LYRU2_2A001150	GO:0000395;GO:0003729;GO:0005737;GO:0016607;GO:0035145;GO:0043484;GO:0044547;GO:0051028;GO:0071013
LYRU2_2A029001	
LYRU2_2A028495	
LYRU2_2A017958	GO:0005840;GO:0006412;GO:0031965;GO:1990904
LYRU2_2A006570	
LYRU2_2A034390	GO:0005829;GO:0005844;GO:0006417;GO:0007417;GO:0008266;GO:0042802;GO:0043231;GO:0048864
LYRU2_2A037742	GO:0005737;GO:0016020;GO:0043229
LYRU2_2A027186	GO:0006508;GO:0045776;GO:0097746
LYRU2_2A012780	GO:0001650;GO:0015030;GO:0030619;GO:0030620;GO:0042802
LYRU2_2A035673	GO:0005829;GO:0006513;GO:0010494;GO:0016604;GO:0016874;GO:0019076;GO:0030433;GO:0032880;GO:0039552;GO:0043123;GO:0043627;GO:0044790;GO:0045087;GO:0045893;GO:0046597;GO:0046872;GO:0051092;GO:0061630;GO:1990830
